2025-12-11,Hyderabad,Phone,3,15746
2025-12-10,Hyderabad,Keyboard,3,49457
2025-06-21,Chennai,Phone,3,30149
2025-01-21,Hyderabad,Keyboard,3,46336
2025-12-08,Bangalore,Keyboard,1,28257
2025-09-09,Mumbai,Tablet,5,39994
2025-06-17,Hyderabad,Phone,2,47756
2025-11-03,Mumbai,Laptop,10,853
2025-09-13,Bangalore,Keyboard,6,23360
2025-04-29,Chennai,Tablet,1,46768
2025-08-04,Chennai,Tablet,3,44583
2025-01-08,Delhi,Monitor,6,9546
2025-05-27,Bangalore,Laptop,7,16261
2025-05-18,Chennai,Phone,1,10374
2025-01-18,Chennai,Monitor,7,36246
2025-11-29,Delhi,Phone,9,11319
2025-05-25,Chennai,Laptop,2,3147
2025-08-15,Delhi,Laptop,6,2241
2025-12-30,Hyderabad,Tablet,8,18719
2025-02-12,Mumbai,Keyboard,6,42171
2025-01-01,Hyderabad,Tablet,1,39484
2025-04-05,Hyderabad,Tablet,6,46507
2025-08-21,Hyderabad,Keyboard,4,46871
2025-03-12,Bangalore,Laptop,3,26525
2025-06-02,Hyderabad,Tablet,6,3663
2025-08-12,Delhi,Phone,10,34930
2025-01-30,Bangalore,Laptop,7,2002
2025-03-23,Mumbai,Phone,3,43129
2025-01-29,Hyderabad,Tablet,10,10186
2025-05-09,Mumbai,Tablet,3,8969
2025-09-06,Mumbai,Phone,5,14444
2025-11-13,Chennai,Phone,2,39267
2025-01-29,Mumbai,Tablet,8,7020
2025-03-09,Chennai,Monitor,7,41835
2025-04-13,Delhi,Tablet,9,4239
2025-05-04,Bangalore,Phone,2,49189
2025-12-14,Chennai,Phone,10,13108
2025-03-22,Hyderabad,Laptop,1,1444
2025-12-05,Hyderabad,Tablet,4,5029
2025-06-28,Hyderabad,Monitor,3,1162
2025-09-09,Mumbai,Monitor,9,21115
2025-07-28,Delhi,Laptop,6,24372
2025-11-19,Chennai,Keyboard,10,38047
2025-10-03,Hyderabad,Phone,5,28823
2025-09-06,Hyderabad,Keyboard,4,26331
2025-12-29,Bangalore,Monitor,2,20073
2025-02-06,Chennai,Keyboard,6,46405
2025-12-23,Bangalore,Tablet,8,13737
2025-10-06,Chennai,Phone,4,27812
2025-03-24,Chennai,Phone,4,4848
2025-10-11,Delhi,Keyboard,2,12208
2025-07-09,Mumbai,Keyboard,9,44723
2025-03-11,Mumbai,Monitor,8,30499
2025-10-12,Chennai,Monitor,9,31169
2025-06-29,Chennai,Monitor,9,49268
2025-12-04,Delhi,Monitor,7,31970
2025-04-28,Mumbai,Tablet,6,32349
2025-04-25,Mumbai,Monitor,2,18921
2025-09-26,Bangalore,Phone,2,44679
2025-12-24,Bangalore,Keyboard,1,47076
2025-04-26,Hyderabad,Monitor,5,20363
2025-11-02,Mumbai,Monitor,6,49456
2025-06-04,Hyderabad,Keyboard,3,31784
2025-07-27,Hyderabad,Monitor,8,989
2025-11-29,Mumbai,Keyboard,10,44020
2025-06-18,Bangalore,Tablet,8,13739
2025-12-02,Mumbai,Tablet,8,4927
2025-03-21,Hyderabad,Tablet,4,9269
2025-06-15,Mumbai,Monitor,4,38834
2025-03-17,Mumbai,Laptop,8,40478
2025-08-05,Mumbai,Phone,3,18799
2025-08-22,Bangalore,Keyboard,1,39080
2025-11-25,Mumbai,Phone,5,6312
2025-04-16,Delhi,Phone,2,31196
2025-05-02,Hyderabad,Keyboard,3,37982
2025-10-25,Hyderabad,Tablet,3,35313
2025-05-10,Bangalore,Laptop,4,24833
2025-11-21,Delhi,Monitor,8,17947
2025-03-03,Mumbai,Phone,2,7925
2025-01-10,Delhi,Keyboard,2,23033
2025-04-30,Chennai,Laptop,8,31927
2025-07-22,Bangalore,Keyboard,1,39808
2025-01-11,Bangalore,Keyboard,2,10788
2025-07-19,Delhi,Tablet,10,29613
2025-10-08,Delhi,Keyboard,8,47224
2025-01-23,Hyderabad,Laptop,7,35113
2025-03-01,Chennai,Laptop,4,47527
2025-03-13,Chennai,Tablet,10,31336
2025-02-23,Hyderabad,Tablet,6,41496
2025-09-08,Bangalore,Phone,7,36183
2025-05-15,Mumbai,Laptop,8,45185
2025-05-15,Mumbai,Keyboard,5,5474
2025-03-17,Chennai,Tablet,8,39815
2025-04-10,Mumbai,Keyboard,5,48303
2025-01-21,Delhi,Phone,5,33038
2025-08-20,Chennai,Keyboard,1,8226
2025-08-11,Bangalore,Tablet,5,39446
2025-08-05,Bangalore,Tablet,6,19952
2025-12-13,Bangalore,Monitor,8,26452
2025-11-12,Bangalore,Monitor,8,26080
2025-03-03,Mumbai,Tablet,4,19938
2025-05-02,Mumbai,Monitor,1,1548
2025-03-16,Mumbai,Tablet,4,45241
2025-02-26,Hyderabad,Monitor,4,32653
2025-12-10,Delhi,Tablet,3,38978
2025-05-04,Delhi,Tablet,7,6064
2025-01-09,Mumbai,Phone,7,2380
2025-03-21,Hyderabad,Phone,7,37767
2025-04-06,Hyderabad,Keyboard,2,38259
2025-12-26,Hyderabad,Tablet,2,34064
2025-08-14,Hyderabad,Keyboard,5,26395
2025-11-18,Bangalore,Keyboard,9,16857
2025-04-26,Mumbai,Keyboard,9,21327
2025-05-22,Hyderabad,Monitor,10,37638
2025-07-18,Hyderabad,Phone,4,42945
2025-09-18,Bangalore,Phone,3,41753
2025-01-30,Chennai,Phone,4,10576
2025-03-05,Mumbai,Phone,8,4315
2025-05-22,Bangalore,Keyboard,10,30208
2025-07-13,Hyderabad,Laptop,2,43630
2025-12-26,Bangalore,Laptop,4,33277
2025-03-09,Hyderabad,Tablet,10,30987
2025-07-11,Hyderabad,Keyboard,2,47290
2025-04-28,Chennai,Keyboard,3,1171
2025-04-23,Chennai,Laptop,4,11191
2025-08-17,Delhi,Tablet,8,32490
2025-11-02,Delhi,Monitor,7,46383
2025-10-02,Mumbai,Tablet,6,15884
2025-02-28,Chennai,Keyboard,2,30356
2025-10-22,Hyderabad,Laptop,6,27759
2025-05-02,Delhi,Keyboard,10,35102
2025-09-28,Mumbai,Phone,1,49220
2025-11-07,Delhi,Tablet,7,39764
2025-01-05,Chennai,Laptop,10,46508
2025-10-15,Delhi,Monitor,10,42543
2025-09-18,Hyderabad,Keyboard,9,40780
2025-05-21,Chennai,Monitor,8,12809
2025-11-04,Mumbai,Tablet,2,37048
2025-09-29,Delhi,Keyboard,4,43338
2025-02-19,Delhi,Tablet,1,6111
2025-01-07,Bangalore,Laptop,1,5484
2025-10-09,Delhi,Tablet,6,30143
2025-08-30,Chennai,Tablet,5,20856
2025-03-27,Chennai,Phone,1,13995
2025-03-18,Bangalore,Tablet,10,8262
2025-02-18,Chennai,Monitor,10,21548
2025-05-18,Mumbai,Keyboard,5,24278
2025-08-27,Hyderabad,Tablet,3,14831
2025-10-17,Mumbai,Tablet,8,28278
2025-07-25,Chennai,Tablet,2,34567
2025-05-22,Delhi,Keyboard,4,21729
2025-09-27,Delhi,Monitor,7,22325
2025-06-20,Bangalore,Laptop,5,42970
2025-02-21,Delhi,Keyboard,9,20645
2025-08-18,Hyderabad,Keyboard,1,35881
2025-11-23,Hyderabad,Phone,4,42028
2025-07-24,Mumbai,Phone,9,875
2025-06-20,Bangalore,Keyboard,4,21577
2025-10-06,Hyderabad,Laptop,3,44758
2025-11-08,Hyderabad,Monitor,5,17153
2025-12-06,Bangalore,Tablet,10,26993
2025-01-02,Chennai,Keyboard,4,34332
2025-09-06,Chennai,Keyboard,5,22907
2025-05-02,Bangalore,Keyboard,3,35575
2025-01-02,Hyderabad,Tablet,9,19464
2025-02-24,Mumbai,Tablet,8,46922
2025-06-29,Chennai,Laptop,4,22113
2025-03-03,Mumbai,Monitor,6,44505
2025-11-22,Mumbai,Laptop,7,29127
2025-10-10,Chennai,Monitor,1,44548
2025-08-02,Hyderabad,Phone,2,16029
2025-04-17,Delhi,Laptop,5,903
2025-04-05,Mumbai,Keyboard,4,5430
2025-01-16,Hyderabad,Keyboard,9,21815
2025-09-23,Hyderabad,Laptop,6,20384
2025-06-03,Hyderabad,Keyboard,2,40625
2025-04-14,Hyderabad,Keyboard,1,8783
2025-08-30,Chennai,Phone,2,33888
2025-11-05,Bangalore,Tablet,8,25775
2025-03-25,Mumbai,Keyboard,9,43660
2025-04-30,Chennai,Keyboard,4,42885
2025-04-10,Bangalore,Monitor,2,7251
2025-06-20,Chennai,Phone,10,7208
2025-12-12,Delhi,Tablet,4,8780
2025-12-27,Bangalore,Keyboard,5,23610
2025-03-23,Hyderabad,Phone,1,18223
2025-02-01,Chennai,Phone,10,43163
2025-05-07,Hyderabad,Phone,9,30275
2025-02-16,Hyderabad,Monitor,7,46109
2025-03-12,Delhi,Keyboard,5,26355
2025-04-29,Delhi,Monitor,3,24252
2025-08-15,Mumbai,Monitor,1,15315
2025-05-04,Bangalore,Phone,10,14982
2025-02-14,Chennai,Monitor,8,21081
2025-02-17,Bangalore,Tablet,8,34821
2025-12-31,Delhi,Tablet,6,26626
2025-04-08,Delhi,Laptop,4,21826
2025-12-19,Chennai,Monitor,2,15484
2025-01-20,Delhi,Phone,10,26468
2025-11-24,Bangalore,Keyboard,6,42123
2025-10-05,Chennai,Tablet,10,26442
2025-06-24,Hyderabad,Monitor,7,29996
2025-09-03,Mumbai,Phone,10,37985
2025-12-03,Hyderabad,Laptop,10,2571
2025-08-25,Hyderabad,Tablet,2,22555
2025-07-09,Chennai,Phone,1,1591
2025-04-25,Chennai,Tablet,8,39300
2025-01-07,Delhi,Laptop,10,10024
2025-04-20,Delhi,Monitor,1,22350
2025-08-30,Chennai,Monitor,9,12863
2025-03-11,Chennai,Monitor,4,44503
2025-04-18,Chennai,Monitor,10,32139
2025-03-03,Bangalore,Tablet,9,16905
2025-04-19,Hyderabad,Tablet,2,9042
2025-09-27,Mumbai,Keyboard,10,48145
2025-07-07,Mumbai,Tablet,7,6275
2025-02-28,Chennai,Monitor,3,7503
2025-05-17,Chennai,Phone,10,12907
2025-08-31,Delhi,Laptop,10,18865
2025-11-12,Delhi,Phone,8,40671
2025-06-29,Delhi,Monitor,1,20244
2025-10-17,Bangalore,Monitor,5,32129
2025-02-01,Hyderabad,Phone,5,13130
2025-08-01,Hyderabad,Tablet,9,10970
2025-11-02,Hyderabad,Monitor,6,35486
2025-03-08,Chennai,Keyboard,8,2679
2025-12-08,Bangalore,Laptop,3,4229
2025-07-31,Mumbai,Monitor,10,32871
2025-08-13,Chennai,Tablet,6,41444
2025-03-11,Chennai,Keyboard,1,6050
2025-10-10,Mumbai,Phone,2,27412
2025-12-17,Bangalore,Tablet,9,27831
2025-07-17,Chennai,Tablet,2,26505
2025-04-06,Chennai,Monitor,3,17387
2025-03-24,Chennai,Keyboard,8,7327
2025-06-25,Delhi,Keyboard,8,3269
2025-11-23,Chennai,Phone,10,12377
2025-02-17,Mumbai,Phone,6,47986
2025-01-18,Bangalore,Tablet,8,35879
2025-01-24,Delhi,Tablet,5,9870
2025-06-09,Bangalore,Tablet,7,42367
2025-01-13,Chennai,Laptop,6,32356
2025-09-20,Hyderabad,Monitor,10,3072
2025-06-15,Bangalore,Tablet,10,13205
2025-09-29,Chennai,Monitor,10,32361
2025-03-13,Delhi,Phone,1,48776
2025-07-04,Mumbai,Phone,4,11244
2025-06-22,Chennai,Laptop,1,17317
2025-08-10,Delhi,Phone,7,29539
2025-08-25,Hyderabad,Keyboard,1,33916
2025-12-29,Mumbai,Keyboard,1,49963
2025-10-17,Hyderabad,Monitor,10,33482
2025-02-20,Mumbai,Laptop,5,4925
2025-04-23,Mumbai,Laptop,2,10685
2025-12-24,Bangalore,Phone,2,42970
2025-12-30,Chennai,Tablet,4,12876
2025-11-29,Hyderabad,Monitor,1,18120
2025-11-10,Mumbai,Monitor,1,5200
2025-02-18,Delhi,Laptop,2,12538
2025-02-15,Hyderabad,Monitor,6,46766
2025-07-25,Hyderabad,Monitor,6,40322
2025-10-29,Mumbai,Laptop,9,13086
2025-07-15,Delhi,Laptop,6,45710
2025-02-12,Bangalore,Keyboard,10,18773
2025-08-17,Chennai,Phone,3,34628
2025-11-20,Delhi,Monitor,6,13183
2025-07-25,Mumbai,Keyboard,3,30023
2025-04-28,Chennai,Phone,1,3185
2025-08-23,Bangalore,Monitor,1,17967
2025-02-24,Chennai,Monitor,3,22662
2025-06-05,Delhi,Monitor,5,42814
2025-02-14,Bangalore,Laptop,9,12528
2025-08-13,Bangalore,Monitor,9,45772
2025-04-20,Chennai,Monitor,8,36290
2025-11-23,Hyderabad,Laptop,9,34829
2025-08-14,Chennai,Keyboard,6,13026
2025-01-07,Mumbai,Phone,6,13462
2025-06-03,Hyderabad,Phone,3,40763
2025-10-12,Hyderabad,Monitor,10,34490
2025-03-21,Hyderabad,Laptop,7,45864
2025-12-27,Mumbai,Keyboard,10,4630
2025-07-27,Delhi,Monitor,8,21286
2025-08-07,Bangalore,Phone,5,2203
2025-09-21,Bangalore,Phone,1,44870
2025-05-27,Bangalore,Tablet,7,33096
2025-08-29,Chennai,Keyboard,4,46114
2025-03-18,Chennai,Laptop,10,39464
2025-05-23,Delhi,Laptop,4,1580
2025-06-17,Chennai,Keyboard,9,37705
2025-08-21,Chennai,Laptop,7,43156
2025-06-26,Bangalore,Keyboard,1,2055
2025-09-24,Bangalore,Laptop,6,27960
2025-10-20,Mumbai,Tablet,1,2509
2025-12-09,Mumbai,Phone,5,38971
2025-06-02,Chennai,Laptop,10,44956
2025-12-13,Bangalore,Keyboard,9,27101
2025-04-14,Chennai,Tablet,10,34839
2025-04-13,Delhi,Monitor,3,21664
2025-11-06,Mumbai,Phone,10,10618
2025-01-29,Bangalore,Monitor,1,1403
2025-12-29,Hyderabad,Laptop,6,11976
2025-10-10,Bangalore,Keyboard,5,27701
2025-03-18,Hyderabad,Tablet,5,43838
2025-10-30,Bangalore,Keyboard,6,46480
2025-08-19,Chennai,Keyboard,9,1064
2025-02-15,Bangalore,Phone,7,15854
2025-11-01,Hyderabad,Keyboard,7,12881
2025-11-22,Bangalore,Monitor,7,15086
2025-02-16,Bangalore,Keyboard,10,23115
2025-05-12,Mumbai,Keyboard,5,34689
2025-01-24,Hyderabad,Keyboard,2,24467
2025-12-21,Chennai,Keyboard,7,46761
2025-12-12,Chennai,Phone,5,40861
2025-07-03,Delhi,Laptop,7,10251
2025-08-19,Hyderabad,Monitor,3,989
2025-07-27,Hyderabad,Laptop,3,17711
2025-01-26,Delhi,Monitor,2,47189
2025-02-17,Hyderabad,Laptop,10,10829
2025-07-19,Bangalore,Tablet,4,7644
2025-04-03,Delhi,Laptop,5,49132
2025-01-18,Mumbai,Laptop,4,39263
2025-07-20,Mumbai,Tablet,2,43371
2025-07-02,Delhi,Tablet,1,49814
2025-07-17,Mumbai,Laptop,9,32763
2025-12-25,Hyderabad,Tablet,10,11473
2025-10-14,Bangalore,Laptop,5,43497
2025-12-26,Chennai,Monitor,4,19388
2025-04-20,Chennai,Monitor,2,34988
2025-06-24,Hyderabad,Phone,10,18262
2025-02-20,Delhi,Laptop,2,47746
2025-04-19,Hyderabad,Tablet,10,13624
2025-02-14,Hyderabad,Phone,5,22238
2025-06-21,Bangalore,Monitor,6,38893
2025-03-13,Hyderabad,Phone,1,779
2025-04-20,Bangalore,Laptop,6,13398
2025-03-08,Chennai,Keyboard,5,3939
2025-11-21,Chennai,Keyboard,7,4275
2025-01-22,Chennai,Phone,8,3646
2025-01-21,Mumbai,Laptop,6,22701
2025-05-29,Bangalore,Phone,9,46300
2025-06-15,Delhi,Laptop,7,13228
2025-02-11,Delhi,Phone,3,48088
2025-03-21,Hyderabad,Keyboard,10,37380
2025-08-03,Mumbai,Laptop,6,19782
2025-12-15,Hyderabad,Keyboard,10,24887
2025-04-14,Delhi,Monitor,3,19296
2025-10-02,Chennai,Laptop,1,14062
2025-06-17,Mumbai,Keyboard,3,43430
2025-12-26,Chennai,Monitor,2,25847
2025-01-07,Mumbai,Monitor,1,6789
2025-10-14,Delhi,Tablet,10,43816
2025-02-26,Chennai,Keyboard,9,16379
2025-10-26,Hyderabad,Monitor,7,2221
2025-02-16,Chennai,Keyboard,3,13985
2025-01-11,Delhi,Phone,3,5082
2025-01-25,Bangalore,Tablet,8,48892
2025-03-31,Chennai,Monitor,7,26802
2025-08-18,Mumbai,Tablet,3,18229
2025-10-27,Bangalore,Monitor,4,15060
2025-02-05,Delhi,Keyboard,9,12514
2025-06-20,Delhi,Laptop,10,14241
2025-09-15,Bangalore,Monitor,6,6707
2025-01-21,Hyderabad,Phone,2,35395
2025-09-12,Hyderabad,Keyboard,10,23213
2025-05-05,Mumbai,Monitor,3,41449
2025-03-18,Mumbai,Laptop,6,5371
2025-03-10,Hyderabad,Phone,7,18032
2025-10-09,Hyderabad,Keyboard,9,13501
2025-06-08,Hyderabad,Phone,8,46008
2025-12-17,Mumbai,Tablet,6,41182
2025-01-15,Hyderabad,Laptop,6,18301
2025-05-06,Bangalore,Tablet,4,6505
2025-05-06,Hyderabad,Tablet,1,38726
2025-01-06,Delhi,Laptop,9,42364
2025-06-23,Hyderabad,Monitor,9,46988
2025-07-05,Mumbai,Monitor,6,3253
2025-02-08,Bangalore,Phone,7,43374
2025-07-12,Hyderabad,Tablet,4,5357
2025-06-23,Mumbai,Tablet,7,27945
2025-08-21,Mumbai,Tablet,10,46402
2025-07-02,Chennai,Phone,7,45653
2025-05-25,Mumbai,Phone,6,37202
2025-04-07,Delhi,Phone,8,4936
2025-12-03,Delhi,Keyboard,8,2761
2025-08-03,Chennai,Tablet,4,42535
2025-06-14,Chennai,Keyboard,9,48941
2025-05-02,Mumbai,Tablet,4,14990
2025-03-21,Chennai,Laptop,2,3151
2025-11-26,Hyderabad,Tablet,2,32952
2025-01-07,Chennai,Phone,2,20995
2025-09-20,Chennai,Tablet,1,27861
2025-12-15,Mumbai,Laptop,6,24567
2025-07-09,Hyderabad,Keyboard,3,24162
2025-05-01,Delhi,Laptop,5,30399
2025-01-17,Chennai,Tablet,5,2907
2025-01-26,Hyderabad,Monitor,4,1722
2025-01-05,Mumbai,Tablet,8,27636
2025-04-29,Chennai,Keyboard,3,49723
2025-04-23,Mumbai,Keyboard,10,3135
2025-07-06,Bangalore,Monitor,2,5334
2025-10-08,Bangalore,Keyboard,5,14665
2025-05-21,Delhi,Monitor,3,44517
2025-06-02,Chennai,Laptop,8,34058
2025-05-03,Mumbai,Tablet,7,31687
2025-04-01,Delhi,Keyboard,9,17208
2025-04-24,Delhi,Laptop,2,19101
2025-07-21,Mumbai,Phone,2,39826
2025-01-16,Bangalore,Laptop,3,30256
2025-06-25,Delhi,Keyboard,1,29936
2025-05-15,Bangalore,Laptop,4,17037
2025-10-14,Hyderabad,Tablet,2,27370
2025-04-29,Mumbai,Keyboard,6,1714
2025-09-24,Delhi,Keyboard,8,20427
2025-10-04,Delhi,Phone,2,38782
2025-08-04,Chennai,Phone,1,35567
2025-09-29,Bangalore,Keyboard,7,11367
2025-09-16,Bangalore,Monitor,4,29613
2025-07-12,Bangalore,Monitor,2,39990
2025-06-30,Mumbai,Tablet,4,18614
2025-01-29,Delhi,Phone,2,12765
2025-06-28,Hyderabad,Monitor,3,2021
2025-03-09,Chennai,Keyboard,10,13990
2025-06-07,Delhi,Laptop,5,45190
2025-07-16,Delhi,Phone,10,23811
2025-01-16,Hyderabad,Monitor,8,43552
2025-11-30,Mumbai,Monitor,10,13082
2025-05-12,Bangalore,Phone,1,28899
2025-10-06,Delhi,Keyboard,6,17116
2025-09-06,Chennai,Laptop,4,8722
2025-11-04,Hyderabad,Monitor,9,37628
2025-05-17,Mumbai,Tablet,5,45093
2025-01-24,Hyderabad,Laptop,1,7445
2025-03-07,Mumbai,Monitor,10,39791
2025-05-09,Delhi,Monitor,7,4477
2025-11-12,Hyderabad,Laptop,9,18768
2025-09-25,Delhi,Keyboard,3,33769
2025-08-13,Bangalore,Monitor,10,41347
2025-09-15,Mumbai,Phone,7,40723
2025-09-18,Bangalore,Laptop,8,9585
2025-09-12,Hyderabad,Tablet,5,25393
2025-01-04,Hyderabad,Phone,6,43587
2025-01-19,Delhi,Laptop,8,48317
2025-07-29,Hyderabad,Tablet,6,29727
2025-12-01,Delhi,Keyboard,4,21002
2025-02-05,Mumbai,Tablet,8,32317
2025-04-27,Delhi,Monitor,2,8346
2025-09-17,Chennai,Phone,3,35712
2025-11-25,Hyderabad,Monitor,4,32854
2025-10-10,Mumbai,Laptop,9,1383
2025-04-18,Hyderabad,Tablet,3,6645
2025-07-18,Mumbai,Laptop,5,9421
2025-11-06,Chennai,Tablet,2,36119
2025-09-20,Mumbai,Monitor,8,23640
2025-12-01,Hyderabad,Keyboard,3,37438
2025-11-06,Delhi,Tablet,6,16681
2025-10-21,Bangalore,Phone,4,43957
2025-07-15,Bangalore,Phone,9,25621
2025-10-24,Mumbai,Phone,7,48327
2025-11-26,Mumbai,Keyboard,3,9516
2025-06-27,Bangalore,Keyboard,1,39205
2025-10-23,Bangalore,Tablet,4,19486
2025-10-16,Bangalore,Laptop,2,9299
2025-01-23,Hyderabad,Phone,7,32448
2025-06-17,Bangalore,Laptop,10,10550
2025-05-20,Mumbai,Monitor,3,24416
2025-07-10,Mumbai,Keyboard,10,33454
2025-01-25,Delhi,Phone,3,6090
2025-01-15,Mumbai,Phone,1,28614
2025-03-19,Chennai,Tablet,8,42037
2025-02-26,Delhi,Tablet,4,7118
2025-05-10,Hyderabad,Phone,8,9408
2025-04-30,Hyderabad,Phone,7,25247
2025-01-13,Chennai,Keyboard,3,38807
2025-11-30,Chennai,Phone,6,35082
